Metry_kwadratowe,Liczba_pokoi,Podworko,Basen,Pietra,Kod_pocztowy,Prestiz,Liczba_poprzednich_wlascicieli,Zbudowany,Instalacja_odgromowa,Piwnica,Strych,Garaz,Magazyn,Goscinny,Cena
91440,98,0,0,95,12160,10,1,1994,1,6253,6298,743,1,4,9150599.4
51813,48,0,0,97,69044,8,5,2009,1,5255,4823,278,1,8,5187344.9
34901,13,0,0,32,64557,1,7,2010,0,9079,7121,296,0,8,3493455.0
38172,58,0,1,69,94407,4,4,1997,1,8394,4901,432,1,1,3822350.7
78765,84,1,0,51,69037,4,7,2011,0,3294,9382,463,1,4,7886131.1
28911,58,1,1,55,91758,8,8,1991,1,1565,5281,953,0,0,2902639.1
58492,82,1,1,87,95914,10,3,2005,1,8483,1100,829,1,8,5860459.5
38075,72,0,1,28,10185,2,3,1995,1,9309,6367,420,0,8,3812421.5
28988,14,1,0,38,56444,2,6,2014,0,9968,6430,977,1,5,2907130.4
56555,90,1,1,78,49805,9,1,1990,0,9438,4967,901,1,1,5668603.0
52254,56,0,0,91,91881,8,2,2005,1,7979,5722,677,0,2,5230022.5
32879,88,0,1,74,3122,4,2,2021,1,8045,1678,229,0,10,3299134.1
10606,76,0,1,16,22784,8,9,1996,1,6543,1133,957,1,0,1064850.6
33956,92,0,1,46,56356,9,7,2001,0,8896,4860,480,1,10,3404280.1
82900,16,0,0,71,85041,4,7,2001,0,8720,9028,235,0,3,8292317.1
93319,53,1,0,61,21064,9,8,2018,0,4258,9415,362,0,9,9338497.8
59498,94,0,0,24,69819,9,9,1998,1,4482,4475,927,1,6,5952425.8
93224,34,0,1,85,44052,7,1,2019,0,1871,7425,765,0,1,9329864.9
76183,69,0,0,41,35703,9,2,1996,1,2290,4191,648,0,0,7620092.6
37132,24,0,0,38,38630,1,1,2009,0,6546,5978,797,1,3,3714296.9
82244,92,0,1,24,64217,7,5,2000,1,4073,6718,355,0,10,8228737.0
29370,13,0,0,45,67217,4,4,2002,1,3746,2150,797,0,9,2938725.2
66129,76,0,0,48,82092,8,4,2020,0,6552,8163,670,1,9,6615134.0
29846,50,0,0,14,89802,2,8,1998,0,3839,2993,580,0,2,2985095.8
64108,67,0,1,98,71492,1,3,1992,1,7326,9517,898,0,4,6423668.2
91395,16,0,0,25,11151,8,9,2008,0,6930,4945,165,0,6,9141900.8
73956,23,1,0,90,31225,3,5,2006,1,5045,3094,493,0,8,7400410.6
55529,15,1,1,84,5940,4,3,2008,0,6197,7110,931,1,6,5558926.8
28554,21,0,0,45,80743,10,4,2012,0,4742,6210,155,1,3,2856686.2
85341,52,1,0,36,42247,3,3,2004,1,8479,7865,884,1,4,8538869.4
60826,54,1,0,30,82621,3,2,2016,0,8428,5008,296,0,0,6087968.6
59476,59,1,0,41,61825,4,2,2018,0,6291,6887,800,1,10,5950982.8
85493,67,1,1,11,28514,7,7,2013,1,1747,5768,758,1,10,8557738.3
67977,32,1,0,22,7784,9,5,2009,1,3897,8533,937,0,4,6803875.9
61217,43,1,1,65,38661,10,2,2015,0,3710,6934,905,0,5,6134485.5
40207,90,1,1,48,27482,8,1,2018,1,2099,9507,778,1,4,4029373.8
69142,16,0,0,63,35236,6,7,2005,1,8568,7964,340,0,1,6916927.5
80596,84,0,1,74,88574,8,2,1999,0,2388,2017,984,1,8,8065721.9
51271,33,1,1,90,35186,5,7,1993,0,5684,6234,686,0,8,5139928.3
14809,58,0,1,28,94146,5,10,2015,0,5452,7379,823,0,1,1486480.5
59547,97,0,1,84,1893,7,2,2016,0,2680,7716,946,0,3,5967994.6
50093,28,0,1,52,91311,3,7,2001,0,9193,4837,413,0,0,5014755.1
72829,91,0,0,63,96137,7,4,2020,0,7696,6450,417,0,8,7287180.0
44461,91,1,1,24,46939,4,6,2015,0,6427,9315,532,1,9,4454468.5
81789,84,1,0,28,24157,8,8,1995,1,2452,9006,780,1,4,8184845.5
87821,14,1,0,59,81694,8,7,2004,1,3079,4575,776,1,1,8788809.4
38704,27,1,1,65,28559,2,1,1998,1,4998,2899,960,1,5,3882049.8
50478,34,0,0,11,76584,10,8,2015,0,5532,7821,711,1,6,5048822.5
73741,14,0,1,36,99255,2,6,2007,0,5012,8914,314,1,7,7377791.7
55785,82,1,0,91,49617,10,5,2010,1,1954,4648,632,0,10,5590650.0
53812,56,0,1,61,13050,2,10,1999,1,4090,1986,976,0,8,5390255.9
37879,52,1,1,95,45036,1,7,2004,1,3443,3268,851,0,7,3804577.4
36559,78,0,0,47,38377,5,9,2007,0,3961,4825,325,0,3,3658559.7
97087,98,1,0,38,88363,8,2,2008,1,6678,6415,719,1,9,9716102.8
54843,45,0,0,16,76054,8,2,2015,1,8934,5916,703,1,2,5486701.5
79853,45,0,0,17,65419,6,3,1994,1,5601,4130,975,0,10,7987746.4
99177,51,1,0,57,2276,8,2,2004,1,9729,6362,403,1,9,9926523.4
84466,92,1,1,73,5,7,10,2011,1,6674,2008,986,0,4,8456570.1
50619,37,1,1,33,19691,10,10,2019,0,9207,5856,314,0,10,5071031.9
64105,57,0,1,96,6067,7,6,1991,0,4995,1071,462,1,3,6419376.1
39786,47,0,0,55,14352,4,3,2021,0,5675,9252,677,1,6,3984007.1
21722,58,0,0,25,79146,9,8,2020,1,9978,9816,951,1,5,2173827.0
62686,39,0,1,71,16804,1,2,1994,1,4240,1161,759,1,8,6272659.4
64087,83,1,0,29,82973,5,4,2010,1,8720,5055,404,0,6,6414075.0
10830,28,0,1,65,56534,5,8,2006,1,5829,9328,439,0,1,1093719.6
82065,96,1,1,90,77383,4,10,2012,0,8017,5993,767,0,8,8217209.2
76097,46,0,1,51,91317,5,3,2020,0,3337,7250,337,0,1,7616002.0
99254,85,1,0,77,12393,6,10,2004,0,8706,8189,690,1,3,9931071.4
26952,86,0,0,54,23395,1,10,2006,1,3036,9694,477,0,3,2698982.6
36968,27,1,1,92,77608,10,7,2002,1,2785,3673,381,1,8,3711515.2
71610,90,1,0,100,580,1,2,1990,0,4871,4712,745,1,0,7169819.0
78254,61,0,0,71,94729,3,9,1990,1,6303,2241,422,0,2,7831345.0
58069,91,1,1,55,51277,7,7,2004,0,4432,6510,671,0,6,5819120.4
47580,45,0,1,90,90626,9,7,1995,1,2195,6708,441,1,2,4768584.5
45747,84,0,0,40,7233,10,4,1992,1,7612,4305,535,1,9,4579479.2
38515,51,1,1,94,76242,6,1,2003,0,5275,4395,596,1,7,3865010.3
38425,20,1,1,88,14198,5,10,2015,0,7704,5201,837,0,4,3858124.5
67462,52,1,0,98,68411,2,3,2008,1,5585,2304,655,0,2,6754742.8
34410,29,1,0,28,91200,6,2,2015,1,1461,9169,568,0,3,3445264.5
40790,69,0,0,54,92006,8,8,2002,1,9799,5122,745,1,7,4080340.2
65260,34,1,0,83,62335,3,10,1996,1,1777,6854,683,0,7,6534195.6
43189,41,0,1,39,45626,8,6,1990,0,7762,4326,928,1,5,4326117.0
31202,12,0,0,37,39380,1,4,1993,1,1116,6511,368,1,0,3121833.3
72688,74,1,0,45,73176,6,6,2019,1,1941,5062,378,1,6,7275937.9
24916,36,0,0,55,83422,3,3,2010,0,2931,9731,523,1,9,2496771.0
92102,30,0,0,88,91469,10,4,1999,1,6612,6573,340,0,7,9213411.9
97867,19,1,1,66,63324,7,4,1997,0,3965,7291,805,0,3,9799102.7
70197,56,0,1,52,98038,4,6,2000,1,3200,9781,177,0,10,7027634.0
60153,39,0,1,46,53131,5,8,1992,1,5712,7364,207,1,5,6018727.2
96478,98,1,0,95,73625,9,7,1993,0,2204,8880,847,1,0,9661311.3
93756,43,0,1,14,2552,10,8,2001,0,5339,8169,627,1,0,9378616.1
99170,33,1,1,85,49851,9,3,2014,1,8170,7536,728,0,9,9924309.4
11778,42,0,1,95,15968,9,2,2001,1,2254,5534,833,1,5,1185823.1
91109,59,0,0,46,80573,7,7,2005,1,1221,6533,930,0,5,9113552.5
71985,49,0,1,83,39705,1,10,2016,0,5614,5419,568,1,0,7207321.6
10978,24,1,1,79,55002,4,4,1998,0,5786,7814,427,1,2,1108254.8
92058,66,0,1,44,43745,5,6,1997,1,9933,5348,839,1,0,9212309.7
32017,81,0,1,26,40891,5,10,2010,1,1912,9275,863,0,1,3205104.0
96719,96,1,1,73,21010,7,3,2020,0,9415,7587,928,1,8,9685049.0
79851,83,1,1,38,95821,5,3,1998,1,3647,2505,997,0,9,7995217.8
79673,66,0,1,99,43484,3,7,1992,1,6484,3203,906,1,4,7981527.2
40200,51,1,1,69,39216,1,5,2006,1,8674,3793,386,0,0,4028239.6
54936,64,0,0,94,96041,1,8,2002,1,4655,7635,352,0,3,5502510.2
80415,21,1,0,69,84820,9,6,2007,0,4326,6976,360,1,2,8053263.7
45140,28,0,0,59,69587,10,8,1993,1,7134,1845,319,1,8,4520881.3
82196,64,1,1,28,99620,3,1,1990,1,5632,1470,167,0,4,8227719.0
83530,25,0,1,55,28710,4,2,1999,1,9247,4060,394,0,0,8358735.9
57838,32,1,1,74,5883,10,4,2002,0,4170,2913,286,0,4,5793020.2
12632,47,1,0,94,4729,2,1,2012,1,2646,9310,633,1,9,1271361.2
13254,91,1,0,58,98839,2,1,2014,0,1937,8763,506,1,9,1333885.4
90078,66,1,1,36,22936,2,7,2004,1,6583,6632,310,0,1,9016393.4
19575,90,0,0,75,27813,2,9,2013,0,4566,7465,306,1,9,1959201.3
77661,24,1,0,56,41783,8,5,2013,0,6681,8439,713,0,2,7775177.3
65630,31,1,0,28,63393,5,2,2020,0,6187,3553,290,0,10,6566530.0
49942,64,1,0,57,80720,10,3,1990,1,4558,9768,585,0,6,5001819.0
96577,68,1,0,88,46824,7,9,2010,0,9459,3552,395,0,0,9662991.0
11986,69,1,1,75,75601,1,1,2001,0,2322,3330,555,0,9,1204666.1
41392,20,1,1,61,54754,4,9,1991,0,1803,4452,491,0,2,4151181.1
57118,31,1,1,49,31945,2,5,2018,1,5712,6881,353,0,0,5718957.8
74880,34,1,0,53,75399,9,6,2003,1,4015,8403,425,0,10,7497502.3
50989,97,0,1,61,45538,8,7,2012,0,9441,8189,326,1,5,5105808.2
65752,15,0,1,76,12357,1,4,2020,1,2809,8094,724,0,3,6583468.0
49786,71,0,1,32,81262,9,9,2004,0,5478,4134,563,0,1,4984145.4
96381,73,1,0,44,76595,8,3,1997,0,4337,3782,817,0,3,9642408.7
50846,44,1,1,79,19333,10,1,2001,1,2903,6723,660,1,0,5091984.1
61856,17,1,0,97,36122,8,1,1999,0,8735,4950,887,1,8,6199110.9
72068,71,1,1,95,71948,9,6,1992,0,3751,2724,991,0,8,7221629.2
74729,92,1,1,59,15630,2,9,2000,1,5584,3958,274,1,1,7486919.0
98728,55,1,1,13,62222,9,3,2011,1,4040,9037,538,0,10,9880299.1
72815,54,0,1,37,76023,7,9,2015,1,9419,4871,376,1,8,7287721.5
51474,68,1,1,27,28991,8,1,2000,1,8908,4796,999,0,3,5157614.0
46945,63,1,0,50,74665,2,3,1993,0,9900,6468,652,0,9,4702996.3
29749,97,0,1,14,33463,5,2,2003,0,8565,5702,717,1,5,2981571.3
80167,68,1,0,31,1597,10,2,2018,1,4641,5093,748,1,8,8021140.8
63829,29,0,0,52,15801,4,6,2021,0,1612,3712,535,1,8,6388502.1
57372,33,1,1,87,34056,1,5,1998,0,3125,7179,630,1,1,5748423.8
46195,77,0,0,67,84202,10,9,1990,1,4603,2901,678,0,8,4622073.0
89885,93,0,0,40,35170,7,3,2004,0,6599,5276,487,1,7,8992850.4
68573,45,1,0,97,44814,5,4,2014,1,1709,1714,691,1,2,6861756.4
43577,64,1,1,39,78288,10,2,1993,0,6517,8852,298,1,9,4366538.3
56240,94,0,0,45,98783,8,5,2007,1,8495,2980,727,0,5,5627160.7
44976,88,0,0,70,9112,8,3,1997,1,9885,7473,526,1,2,4504969.7
52384,39,0,1,95,54,5,9,2012,0,3525,8425,230,1,2,5247146.2
54907,90,1,1,65,48911,9,5,2003,1,7442,1071,874,0,8,5495099.3
92106,87,1,1,86,36929,4,6,2014,0,8205,1936,621,1,4,9224115.4
30674,89,0,0,57,11160,2,5,2010,0,3949,5825,489,0,3,3072660.0
79114,18,1,1,70,83822,10,5,2004,0,6519,1701,995,0,10,7923653.4
43042,42,0,0,93,37135,4,6,2004,1,4004,3320,393,1,4,4311510.4
38500,35,1,0,76,56809,8,2,1994,1,9151,3339,723,0,7,3859493.4
12508,52,1,0,53,62133,8,7,1991,1,3399,6594,431,0,4,1258036.1
94799,74,1,0,24,39412,9,6,2012,1,8512,7401,190,0,0,9484566.2
13192,18,0,1,77,82755,4,6,2008,0,3588,9552,685,1,1,1327004.8
57369,83,0,1,34,90642,2,10,2017,1,6725,1157,685,1,9,5740996.7
27474,58,1,0,13,54782,8,4,1997,1,9588,3208,211,0,5,2752632.7
63977,36,1,1,50,396,4,10,1995,1,8802,7007,249,0,10,6407296.5
48659,84,1,0,46,70725,9,1,2009,0,2291,8732,933,0,2,4872302.9
47144,24,1,0,94,39494,5,4,1992,1,3264,4594,601,0,10,4723888.2
69764,94,1,1,73,74348,9,6,2008,0,8607,2326,874,0,9,6986164.8
40116,21,0,0,42,6741,7,5,1997,1,1194,3718,722,1,3,4015069.7
77359,88,1,0,71,2743,1,3,1990,0,7247,2999,199,1,6,7744185.0
32455,72,0,0,17,97029,4,4,2017,0,2256,1119,939,1,0,3247206.7
21669,24,0,0,65,21223,7,5,2005,0,1700,8911,419,1,8,2171545.5
37956,46,0,0,50,76495,6,3,2016,0,7947,2803,576,0,10,3799201.6
19745,72,0,0,28,56361,4,2,2003,1,5194,6960,934,1,1,1977004.3
22822,15,0,0,55,55916,1,9,2010,0,5197,8415,590,1,7,2285071.0
45038,41,0,0,46,19853,9,9,2020,0,4792,7709,982,0,3,4507412.0
17595,96,1,1,99,7025,6,10,2021,0,4123,8800,253,0,6,1770417.1
55518,93,0,1,70,76197,5,4,1993,0,8964,2559,471,0,8,5559599.3
77032,67,1,0,68,58873,8,1,2020,1,3925,9095,725,1,3,7708083.0
61347,33,0,1,19,54984,8,2,2021,1,5213,5286,876,1,10,6139920.1
76357,72,1,0,97,7369,6,7,2002,0,5899,7571,235,0,5,7641043.2
54528,69,1,1,41,90961,3,4,2017,1,3501,8339,231,0,5,5465714.7
71930,54,1,1,87,54382,7,5,2005,0,4619,9472,949,0,0,7208762.5
93803,75,0,1,38,49087,1,10,2000,1,2369,9692,214,1,4,9387508.0
50262,64,0,1,55,67016,2,6,2003,1,8015,7331,209,1,8,5034452.3
12387,51,1,0,55,34563,4,4,2017,0,1393,6308,789,0,5,1242765.7
31421,23,0,1,28,18747,10,2,2005,0,9438,8360,357,0,8,3148839.5
16894,96,0,0,88,40872,1,1,2011,0,8415,4812,301,0,5,1697483.1
49044,43,1,0,91,41449,4,2,2005,0,7430,2901,437,1,6,4914350.5
82950,100,1,1,46,68834,2,10,1994,0,9187,4327,847,0,7,8301059.4
23210,17,1,0,52,73330,1,8,2014,1,9776,6010,255,1,8,2329090.4
64720,75,1,0,18,37108,7,9,1990,1,5702,8093,453,1,7,6478034.0
22459,63,0,0,14,95372,1,8,1991,1,8836,6953,727,1,9,2246811.1
96791,17,0,0,63,33275,1,7,2009,1,1240,3504,383,1,8,9680369.9
23608,21,0,0,31,1588,1,3,1995,1,6410,6388,720,0,5,2364456.5
95817,97,0,1,25,80904,3,5,1995,1,6697,8898,840,1,7,9588183.5
37448,19,1,0,67,79338,8,7,1997,0,1605,6205,680,1,0,3751951.7
36988,97,0,1,87,159,1,9,2007,1,7454,1792,546,1,2,3705539.7
72370,81,0,0,89,73512,7,10,2003,1,4618,6540,856,1,10,7242934.3
73049,92,0,0,65,49904,6,3,2005,0,7064,2714,568,1,5,7306250.5
55045,75,0,1,30,52898,3,4,2004,1,5733,8521,464,0,9,5511210.4
32694,26,0,1,60,47126,6,9,2009,0,1421,9858,635,0,6,3274621.9
24261,91,1,1,44,60269,6,7,2003,1,7476,2074,678,0,5,2437565.3
27394,93,1,1,66,19449,1,5,2012,0,9345,6623,959,1,7,2754889.2
67229,17,0,0,18,89933,2,10,2016,0,7856,4026,754,0,6,6725201.6
93313,100,1,0,66,89033,5,10,2018,1,2702,6408,809,0,10,9338654.8
62318,43,1,0,29,1559,2,5,2007,0,4844,7082,281,0,10,6235136.7
23321,35,1,0,37,32589,1,2,1991,0,7618,1182,253,0,5,2335697.1
19198,90,0,0,46,85650,7,8,2003,1,2995,9882,918,1,10,1921930.3
78216,45,1,1,89,63484,1,6,2010,1,2643,4018,351,0,6,7832429.0
14750,30,1,0,12,18525,7,9,2014,1,5905,6651,643,1,8,1478391.4
61098,27,0,1,48,17649,1,8,2008,0,2276,1500,459,0,3,6115352.8
63111,36,1,0,89,58910,3,9,1996,0,7826,1247,630,0,0,6314137.6
97121,98,0,1,100,83849,10,8,2012,1,5700,6810,956,1,1,9717727.2
86682,12,0,0,80,1763,1,4,1996,0,2126,8586,654,0,8,8674009.6
34282,24,1,0,94,8087,9,9,1991,0,7021,8695,971,1,3,3440156.1
54993,22,1,0,70,17168,6,2,2017,1,4944,3988,360,0,5,5503799.7
64079,93,0,0,50,82368,7,8,2019,0,7255,2140,388,1,8,6412901.9
80116,85,0,1,14,43152,1,7,2000,0,7964,2348,402,1,8,8015692.0
55802,91,1,1,32,31192,2,7,2011,0,1112,1648,459,0,4,5588172.1
44248,24,1,0,28,23716,4,4,2018,0,2192,8309,666,1,6,4431469.8
56778,85,0,0,67,17036,7,6,2005,1,3260,3275,511,0,9,5679689.5
69320,22,1,0,45,99277,6,6,2017,1,3636,6066,476,1,0,6939825.7
91964,56,1,1,93,59790,1,7,2013,1,6032,3230,950,1,0,9209295.3
28053,21,1,1,22,55432,1,6,1991,0,9531,2546,574,1,4,2815718.1
87627,33,0,1,89,38054,7,9,1999,1,2149,2956,146,1,4,8769190.9
74832,60,1,1,69,29445,3,3,1992,1,3427,5598,209,1,10,7492714.2
62083,96,0,1,81,8576,2,5,1994,0,7667,4589,392,0,1,6218129.4
38301,66,1,1,53,92838,8,8,2004,0,2522,5594,336,0,1,3841237.4
78947,86,0,0,94,77559,2,1,1992,0,1965,1912,698,0,6,7900369.2
44836,85,0,1,88,18392,2,10,2000,0,8687,3522,986,0,3,4493247.0
99886,83,1,1,37,32438,5,8,2003,0,4600,7789,210,0,2,9999687.3
57072,87,0,0,32,99233,2,6,2013,0,3694,7923,317,1,1,5710445.3
93684,24,1,0,35,94997,4,2,2016,0,6716,2267,291,1,8,9373516.6
96978,75,0,0,68,81412,3,1,1991,1,5754,8633,497,0,9,9703653.1
78000,50,0,0,25,97713,8,5,2000,0,6386,9085,978,0,6,7801225.0
93922,54,0,1,89,94304,9,8,2011,1,9492,8282,998,0,3,9403863.1
61039,27,1,1,69,7161,6,1,1995,0,4909,3150,666,1,6,6114260.5
84404,70,1,1,98,70976,2,8,2001,0,9795,3149,325,1,2,8456155.1
82120,77,0,1,62,54858,7,1,2001,0,9335,9216,170,1,10,8216635.1
42808,33,1,1,67,32715,10,2,1996,0,8536,3106,855,0,5,4290930.6
70722,57,0,0,55,47565,9,7,2016,1,9738,4155,454,1,5,7076626.6
46134,71,1,1,23,44257,1,6,2004,1,7647,3828,666,1,8,4624090.4
92044,60,0,1,28,58015,6,3,2001,1,4700,8006,754,1,10,9210929.1
12583,62,1,1,79,24355,3,5,2001,1,2683,1704,519,0,4,1267192.1
38048,67,0,0,74,61735,6,9,2010,0,4814,6717,346,0,5,3808313.0
24180,68,1,0,93,72780,7,7,1991,0,1857,4612,463,0,8,2425595.1
30502,91,1,1,77,88127,9,6,1998,1,9151,9350,146,0,9,3062069.8
20311,23,1,1,87,59363,10,1,2017,1,1558,2913,931,0,7,2039188.7
56416,41,1,1,99,29464,6,7,2021,1,3804,5895,243,0,6,5653890.1
39627,29,0,0,44,50402,4,2,2008,0,2974,9263,982,0,6,3964708.8
97677,51,1,0,35,37317,10,2,1994,0,4887,5498,810,0,5,9772148.4
34013,84,1,0,95,67735,4,1,2014,1,7960,8596,331,1,0,3411660.4
55620,90,1,1,90,8078,3,6,2002,1,3282,4811,470,0,4,5573469.2
50844,99,0,1,83,76381,4,2,1995,1,7366,9496,706,1,3,5092707.5
94541,78,1,0,67,47070,1,4,2003,1,6902,3043,501,0,10,9460440.3
38860,27,1,0,70,8421,7,8,1991,1,5171,8637,628,1,5,3894132.1
98501,66,1,0,51,10725,4,5,2002,1,2911,6782,520,1,4,9856475.2
49300,64,0,1,46,43266,7,9,2019,0,2512,5810,708,0,7,4936882.9
55038,46,1,0,45,4930,7,3,2007,0,9300,4032,172,0,6,5510722.7
17655,55,0,0,58,50837,8,1,2012,0,4895,8842,297,0,7,1769201.2
28743,30,1,0,49,51660,2,4,2000,1,2192,9484,989,0,6,2881705.0
34109,36,0,1,19,62507,8,8,2003,0,5930,7817,628,0,7,3416596.3
55971,94,0,0,30,90769,6,10,2001,1,4596,5164,284,0,3,5600410.1
51890,85,1,1,37,23002,7,8,2020,1,9905,8229,442,0,3,5194644.0
88616,92,0,1,37,76142,3,1,1999,1,8685,9638,382,1,0,8868266.9
37375,13,1,0,66,31734,1,2,2015,1,6681,4975,881,1,1,3745925.5
91524,23,1,1,43,55089,2,5,1998,1,4642,5648,945,0,5,9160076.8
97732,45,0,0,19,33643,3,7,2014,1,4115,4663,735,0,1,9774150.4
88935,70,1,1,28,41025,4,5,2002,1,5359,5273,680,0,4,8903298.2
61243,58,0,1,75,16033,9,10,1993,1,9318,1915,362,0,5,6132501.3
44229,65,1,0,39,53261,9,3,1993,1,9789,1111,230,0,4,4429834.3
10745,86,1,0,14,42903,9,4,1995,1,8212,4181,338,0,9,1080749.5
35930,95,0,1,27,69358,10,3,2012,0,4611,4419,470,0,0,3598810.2
37961,67,1,0,85,17385,8,2,2011,1,2733,9597,170,0,5,3806007.1
40639,27,1,1,42,90011,1,10,2013,1,6672,8636,546,1,2,4074524.3
94109,72,0,1,83,91579,8,2,2014,0,8095,6127,227,0,1,9417855.4
43366,59,1,1,44,97346,5,1,2015,1,6043,8396,729,0,0,4346233.5
60060,58,0,0,60,66832,5,3,2010,0,2016,7986,707,0,10,6010411.0
43295,34,0,1,22,16909,4,9,1995,0,1676,8216,643,1,5,4335970.5
51419,68,0,0,92,718,7,10,2014,1,4990,8644,924,1,8,5145979.4
33272,97,0,1,88,54672,6,7,2020,0,8224,5806,455,1,10,3332408.0
32257,72,1,1,84,54964,9,1,2006,0,1191,9291,190,0,9,3239971.6
61217,36,1,0,18,79027,10,5,2012,0,1592,9017,494,0,9,6126771.2
73064,12,1,1,49,52911,8,10,1994,0,7086,6192,392,0,2,7312103.4
96429,68,1,1,49,17133,3,7,2004,1,4092,2010,650,1,5,9650188.4
20001,37,1,0,48,52650,2,8,2013,0,7270,9374,919,1,7,2007477.3
77882,73,0,1,76,5768,2,7,1993,1,2355,6496,747,1,1,7797780.3
89492,44,0,1,68,44211,10,9,2003,0,7276,5013,351,0,8,8957726.3
94972,19,0,1,23,1116,9,2,1990,0,9628,2016,151,0,1,9500113.0
38606,28,1,0,14,38942,4,1,1999,1,3026,2596,554,1,6,3864489.9
64256,37,0,1,87,61431,4,2,1994,1,3051,8214,807,1,9,6438154.4
13851,77,0,0,83,7881,5,1,2019,1,2448,7546,961,0,7,1392391.9
15928,29,1,1,81,37194,5,2,2017,0,9165,6615,195,1,10,1603995.7
67849,40,0,1,94,87050,5,1,1996,0,4405,7746,719,0,4,6792498.6
91073,72,0,0,50,63947,7,9,2018,1,6760,4028,976,0,7,9111251.8
62592,47,1,0,30,92892,4,10,2017,0,6845,1485,833,0,7,6262694.7
60680,49,0,0,80,9006,10,6,2012,1,8520,4697,855,1,4,6075501.2
85659,57,0,0,17,28116,3,10,2015,1,8825,4435,743,1,7,8567586.5
35188,79,0,0,52,7369,3,1,2010,0,4392,3808,639,1,10,3523563.0
91123,89,0,0,47,80260,2,5,2008,0,6089,7988,622,0,9,9116372.8
78117,98,1,1,84,80290,4,4,1997,1,1732,5314,331,1,7,7825898.7
98689,75,1,1,55,95076,4,4,2009,0,3462,3915,882,0,6,9874062.9
14345,37,1,1,99,42634,4,10,1997,1,1617,4224,857,1,9,1445853.7
45181,78,1,1,39,52458,7,8,1994,0,6735,8600,530,0,10,4525938.4
79680,84,0,0,100,38092,5,8,2018,1,3404,2843,632,0,0,7975851.8
32776,72,0,1,71,28374,3,5,2001,1,8324,2179,737,0,8,3283690.1
77212,70,0,1,16,57644,7,9,2012,1,8919,5402,692,1,5,7727317.2
46910,80,1,1,99,32102,7,6,1994,0,4093,3721,890,1,8,4706368.4
75487,82,0,1,97,96333,4,7,2011,0,9162,1991,442,0,1,7558644.1
41090,24,0,1,39,23738,2,3,2010,0,8963,1592,316,0,2,4114595.0
87111,16,1,0,71,21181,10,10,2008,1,4567,4444,708,1,1,8716894.8
29664,88,1,0,87,50164,8,8,2006,1,1108,7600,891,1,3,2975680.6
23184,56,1,1,100,70418,7,9,1997,1,7131,4031,762,1,3,2335644.7
48129,73,1,1,76,30380,10,7,1994,1,7889,4322,514,0,2,4823162.4
17563,51,1,0,95,74094,6,8,2013,1,4369,7844,555,0,2,1762997.3
25147,35,1,0,81,38582,3,7,2014,1,4068,7472,225,0,6,2521731.4
23843,64,0,1,87,5682,6,6,1999,1,2961,9343,919,1,2,2391434.9
68369,86,1,0,19,94411,7,7,2010,1,3330,9662,292,0,2,6843646.0
24484,22,1,0,21,88155,5,9,2000,1,6601,9844,236,0,8,2452550.0
32442,25,1,1,51,42976,5,7,2004,1,9834,7341,289,0,4,3252838.4
38826,53,1,0,91,50763,1,8,2001,1,2901,7535,464,1,5,3890080.1
93638,51,1,1,62,2272,10,4,1992,1,6134,2573,694,1,9,9378471.2
61146,84,1,1,54,37182,4,5,2021,1,4572,2348,433,0,9,6125077.1
24004,62,1,1,99,67178,2,9,2003,0,1372,2371,446,0,4,2414637.3
85820,72,1,1,70,98420,7,9,2002,0,2238,7291,998,1,1,8588402.2
39799,23,1,0,76,24010,7,8,1993,1,5411,1575,281,0,9,3984987.3
84355,23,0,1,22,77493,8,10,1999,1,4851,7101,736,1,9,8439985.9
59747,38,1,1,13,67814,4,7,1994,1,4173,7116,973,0,8,5984506.4
78079,31,1,0,98,30542,1,6,2001,1,3136,7021,989,1,7,7820045.1
48378,17,1,1,19,99291,8,6,2000,1,7572,5929,498,0,1,4848213.0
11524,24,1,1,65,15883,9,8,2018,0,9789,9878,331,0,10,1161912.8
97539,70,1,0,88,46421,7,10,1990,1,4165,5523,447,0,10,9761326.0
68063,52,1,0,51,6235,10,4,1990,1,9550,3622,379,1,4,6813816.0
41848,55,1,1,99,5880,6,1,1992,1,2330,3066,861,0,0,4200544.2
78741,54,0,1,60,54734,10,2,2005,0,9057,5024,402,0,2,7880701.5
16824,86,1,1,72,73576,1,8,2010,0,4287,7300,984,0,10,1695808.0
51203,59,0,0,58,31258,2,9,2010,0,8413,3175,359,0,5,5123643.0
97108,30,0,0,88,58422,3,7,2008,1,1103,6879,555,0,8,9714782.8
69261,41,1,1,29,49856,7,5,2008,1,6518,3834,546,1,3,6935036.8
89425,19,1,1,47,52212,10,9,2002,1,3695,3399,439,0,8,8952287.2
26792,67,1,1,32,65774,8,5,2003,0,4687,5948,327,1,1,2684819.3
91443,65,0,0,61,62487,7,7,2002,0,9240,6787,549,1,5,9148710.2
53313,41,0,0,47,61053,2,6,2003,0,2127,4905,793,0,9,5335501.3
30588,71,1,0,73,18782,4,9,1998,1,9841,8345,457,0,2,3064993.8
99742,96,1,1,51,28301,7,9,2013,1,6762,2336,760,1,6,9984910.3
64602,77,1,0,65,23521,5,5,1996,1,2656,2980,434,1,6,6467513.6
75853,17,1,0,63,70656,7,6,2004,1,4768,2815,256,0,8,7591050.4
